Class Times	12
Rooms	60
1	676
2	829
3	60
4	225
5	370
6	325
7	690
8	348
9	735
10	476
11	806
12	549
13	827
14	269
15	452
16	750
17	918
18	926
19	158
20	347
21	573
22	41
23	390
24	174
25	351
26	537
27	224
28	54
29	190
30	998
31	681
32	726
33	567
34	79
35	842
36	394
37	892
38	439
39	893
40	606
41	453
42	40
43	939
44	450
45	40
46	380
47	63
48	425
49	958
50	750
51	342
52	597
53	441
54	45
55	608
56	96
57	824
58	358
59	840
60	360
Classes	500
Teachers	250
1	242
2	124
3	169
4	51
5	69
6	63
7	245
8	182
9	128
10	158
11	250
12	215
13	92
14	211
15	41
16	241
17	203
18	93
19	203
20	173
21	55
22	128
23	240
24	103
25	78
26	8
27	51
28	196
29	207
30	115
31	207
32	115
33	46
34	50
35	199
36	47
37	169
38	213
39	228
40	81
41	54
42	246
43	250
44	138
45	107
46	220
47	109
48	239
49	12
50	141
51	210
52	155
53	129
54	187
55	214
56	19
57	178
58	235
59	14
60	34
61	46
62	80
63	24
64	220
65	204
66	133
67	9
68	234
69	26
70	55
71	225
72	47
73	177
74	101
75	157
76	234
77	156
78	86
79	246
80	231
81	166
82	54
83	221
84	4
85	151
86	211
87	94
88	12
89	37
90	104
91	111
92	102
93	118
94	240
95	71
96	109
97	149
98	119
99	33
100	210
101	232
102	117
103	202
104	79
105	15
106	65
107	101
108	215
109	172
110	170
111	112
112	180
113	91
114	58
115	245
116	183
117	114
118	140
119	196
120	87
121	26
122	151
123	163
124	243
125	88
126	22
127	166
128	80
129	122
130	111
131	165
132	5
133	187
134	191
135	221
136	192
137	147
138	32
139	40
140	208
141	248
142	28
143	96
144	198
145	17
146	219
147	165
148	34
149	136
150	77
151	103
152	1
153	157
154	127
155	49
156	42
157	194
158	4
159	176
160	2
161	87
162	233
163	148
164	48
165	223
166	59
167	65
168	134
169	70
170	154
171	2
172	67
173	73
174	146
175	108
176	231
177	32
178	10
179	190
180	141
181	179
182	238
183	188
184	188
185	208
186	209
187	8
188	176
189	117
190	142
191	218
192	49
193	144
194	181
195	248
196	85
197	175
198	126
199	106
200	22
201	122
202	67
203	76
204	182
205	96
206	59
207	28
208	10
209	48
210	213
211	177
212	124
213	132
214	205
215	120
216	147
217	82
218	235
219	91
220	90
221	179
222	242
223	83
224	63
225	82
226	45
227	135
228	76
229	36
230	247
231	222
232	118
233	69
234	77
235	1
236	201
237	154
238	174
239	225
240	40
241	152
242	150
243	212
244	21
245	17
246	71
247	226
248	36
249	140
250	126
251	236
252	21
253	212
254	98
255	92
256	108
257	159
258	56
259	113
260	138
261	178
262	144
263	125
264	209
265	244
266	39
267	119
268	93
269	227
270	224
271	129
272	136
273	88
274	190
275	243
276	89
277	106
278	153
279	30
280	68
281	224
282	249
283	148
284	130
285	135
286	90
287	143
288	102
289	62
290	226
291	155
292	180
293	158
294	35
295	97
296	9
297	75
298	68
299	185
300	78
301	98
302	183
303	110
304	214
305	73
306	206
307	50
308	163
309	170
310	35
311	205
312	173
313	86
314	228
315	37
316	125
317	62
318	97
319	164
320	20
321	192
322	89
323	112
324	15
325	200
326	198
327	100
328	23
329	146
330	116
331	45
332	84
333	30
334	104
335	174
336	116
337	131
338	105
339	66
340	44
341	81
342	132
343	99
344	216
345	230
346	83
347	53
348	44
349	164
350	167
351	222
352	186
353	131
354	217
355	204
356	127
357	156
358	195
359	197
360	130
361	171
362	142
363	237
364	31
365	232
366	39
367	43
368	99
369	19
370	105
371	181
372	160
373	72
374	74
375	223
376	149
377	52
378	168
379	42
380	41
381	123
382	137
383	199
384	7
385	23
386	152
387	16
388	60
389	139
390	6
391	133
392	20
393	159
394	74
395	84
396	195
397	120
398	66
399	11
400	237
401	247
402	139
403	75
404	189
405	249
406	150
407	72
408	233
409	60
410	218
411	5
412	31
413	193
414	57
415	200
416	184
417	79
418	239
419	217
420	43
421	52
422	3
423	13
424	241
425	145
426	143
427	137
428	189
429	14
430	201
431	3
432	16
433	25
434	121
435	7
436	85
437	161
438	13
439	61
440	64
441	230
442	171
443	53
444	168
445	145
446	24
447	236
448	219
449	57
450	114
451	94
452	134
453	193
454	123
455	227
456	38
457	25
458	18
459	153
460	64
461	29
462	27
463	172
464	11
465	175
466	162
467	206
468	33
469	161
470	6
471	61
472	238
473	100
474	29
475	160
476	107
477	244
478	56
479	18
480	167
481	70
482	229
483	216
484	113
485	38
486	229
487	185
488	58
489	191
490	95
491	27
492	162
493	95
494	121
495	202
496	197
497	110
498	186
499	184
500	194
