Class Times	12
Rooms	30
1	410
2	408
3	234
4	776
5	165
6	757
7	732
8	519
9	931
10	277
11	742
12	517
13	920
14	385
15	642
16	97
17	475
18	288
19	79
20	360
21	161
22	502
23	331
24	734
25	797
26	608
27	912
28	169
29	353
30	736
Classes	300
Teachers	150
1	109
2	37
3	90
4	40
5	95
6	133
7	7
8	55
9	110
10	83
11	19
12	71
13	114
14	77
15	121
16	148
17	25
18	111
19	22
20	42
21	63
22	75
23	86
24	32
25	8
26	14
27	62
28	92
29	75
30	72
31	101
32	28
33	117
34	27
35	89
36	40
37	7
38	127
39	116
40	52
41	121
42	51
43	103
44	71
45	67
46	73
47	97
48	22
49	111
50	114
51	77
52	73
53	127
54	82
55	133
56	102
57	118
58	147
59	66
60	138
61	29
62	150
63	103
64	8
65	1
66	143
67	138
68	20
69	66
70	108
71	134
72	96
73	72
74	141
75	41
76	78
77	52
78	36
79	53
80	113
81	41
82	35
83	142
84	32
85	143
86	14
87	96
88	26
89	92
90	106
91	31
92	20
93	3
94	102
95	93
96	65
97	129
98	87
99	39
100	140
101	15
102	99
103	78
104	70
105	11
106	50
107	81
108	131
109	150
110	65
111	128
112	38
113	74
114	105
115	67
116	101
117	43
118	9
119	83
120	17
121	135
122	106
123	19
124	118
125	135
126	1
127	108
128	137
129	115
130	21
131	11
132	64
133	86
134	13
135	23
136	117
137	94
138	28
139	58
140	61
141	94
142	147
143	105
144	61
145	69
146	104
147	37
148	15
149	31
150	60
151	139
152	58
153	139
154	3
155	84
156	18
157	43
158	113
159	100
160	5
161	18
162	100
163	5
164	148
165	116
166	144
167	63
168	44
169	68
170	146
171	53
172	62
173	87
174	144
175	84
176	70
177	29
178	119
179	21
180	95
181	6
182	104
183	49
184	130
185	60
186	89
187	110
188	91
189	33
190	30
191	10
192	80
193	30
194	39
195	45
196	98
197	51
198	16
199	59
200	81
201	42
202	17
203	128
204	10
205	115
206	57
207	79
208	12
209	112
210	9
211	141
212	59
213	146
214	137
215	107
216	6
217	85
218	134
219	80
220	93
221	45
222	145
223	97
224	112
225	140
226	85
227	35
228	76
229	36
230	12
231	16
232	56
233	145
234	119
235	4
236	56
237	99
238	91
239	26
240	74
241	124
242	23
243	126
244	98
245	68
246	142
247	131
248	122
249	13
250	126
251	123
252	49
253	38
254	149
255	27
256	130
257	109
258	64
259	4
260	88
261	24
262	76
263	54
264	125
265	124
266	25
267	129
268	123
269	34
270	55
271	107
272	120
273	120
274	24
275	88
276	149
277	132
278	125
279	46
280	132
281	2
282	57
283	44
284	34
285	82
286	136
287	46
288	69
289	2
290	47
291	122
292	50
293	90
294	136
295	47
296	54
297	79
298	33
299	48
300	48
